Brand,Price,Original Price,Discount,Rating,Reviews,Product Link,Image URL,Category
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,523.0,https://www.lenskart.com/blue-block-phone-computer-glasses-blue-transparent-full-rim-round-lenskart-blu-lb-e14061-c1.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-light-blue-transparent-full-rim-round-lenskart-blu-lb-e14061-c1_lenskart-blu-lb-e14061-c1-eyeglasses_lenskart-blu-lb-e14061-c1-eyeglasses_eyeglasses_g_9196_325_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,79.0,https://www.lenskart.com/lenskart-blu-lb-e16223-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/lenskart-blu-lb-e16223-c1-eyeglasses_img_9632_15_12_2023.jpg,Final_Products
Lenskart Hustlr Screen Glasses,₹1000,₹ 2000,(50% OFF),4.8,5163.0,https://www.lenskart.com/lenskart-lb-e14058-w-c47-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/peyush-bansal-shark-tank-ocean-blue-full-rim-square_img_9862_02march24.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,1328.0,https://www.lenskart.com/lenskart-blu-lb-e13740-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-matte-black-full-rim-square-lenskart-blu-lb-e13740-c1_lenskart-blu-lb-e13740-c1-eyeglasses_eyeglasses_g_958523_02_2022.jpg,Final_Products
Lenskart Hustlr Screen Glasses,₹500,₹ 2000,(75% OFF),4.8,378.0,https://www.lenskart.com/lenskart-hustlr-lb-e14058-xw-c3-eye.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-computer-glasses:-dusty-rose-full-rim-square-lenskart-hustlr-lb-e14058-xw-c3_dsc_0512_10apr24.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,4105.0,https://www.lenskart.com/vincent-chase-vc-e13526-c4-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-blue-full-rim-square-lenskart-blu-lb-e13526-c4_vincent-chase-vc-e13526-c4-eyeglasses_g_843522_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,42.0,https://www.lenskart.com/lenskart-blu-lb-e16223-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/lenskart-blu-lb-e16223-c2-eyeglasses_img_9611_15_12_2023.jpg,Final_Products
Lenskart Hustlr Screen Glasses,₹500,₹ 2000,(75% OFF),4.8,378.0,https://www.lenskart.com/lenskart-hustlr-lb-e14058-xw-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/lenskart-hustlr-lb-e14058-xw-c3-eyeglasses_csvfile-1711600379093-img_2222.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,1035.0,https://www.lenskart.com/lenskart-blu-lb-e13737-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-matte-black-full-rim-rectangle-lenskart-blu-lb-e13737-c1_lenskart-blu-lb-e13737-c1-eyeglasses_eyeglasses_g_9570_323_02_2022.jpg,Final_Products
Lenskart Hustlr Screen Glasses,₹500,₹ 2000,(75% OFF),4.8,969.0,https://www.lenskart.com/lenskart-hustlr-lb-e14058-n-c4-eye.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-computer-glasses:-dusty-rose-full-rim-square-lenskart-hustlr-lb-e14058-xw-c4_dsc_0486_10apr24.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,523.0,https://www.lenskart.com/lenskart-blu-lb-e14063-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-grey-transparent-grey-full-rim-round-lenskart-blu-lb-e14061-c3_lenskart-blu-lb-e14061-c3-eyeglasses_lenskart-blu-lb-e14061-c3-eyeglasses_eyeglasses_g_0732_125_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),4.8,34.0,https://www.lenskart.com/lenskart-blu-lb-e17869-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/lenskart-blu-lb-e17869-c1__dsc3300_18_12_2024.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,953.0,https://www.lenskart.com/vincent-chase-vc-e13527-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-matte-black-red-full-rim-rectangle-lenskart-blu-lb-e13527-c2_vincent-chase-vc-e13527-c2-eyeglasses_g_008422_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,63.0,https://www.lenskart.com/lenskart-blu-lb-e16384-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/lenskart-blu-lb-e16384-c1-eyeglasses_img_3528_14_03_2024.jpg,Final_Products
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),4.8,67.0,https://www.lenskart.com/lenskart-blu-lb-e17492-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-screen-glasses:--gunmetal-full-rim-rectangle-lenskart-blu-screen-glasses-blu-computer-glasses-lb-e17492-eyeglasses__dsc9684_12_11_2024.jpg,Final_Products
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),5.0,2.0,https://www.lenskart.com/lenskart-blu-lb-e16059-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-screen-glasses:-black-full-rim-geometric-lenskart-blu-c3-lb-e16059_g_3395_28_06_2023.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.7,791.0,https://www.lenskart.com/transparent-full-rim-round-small-size-49-john-jacobs-rich-acetate-jj-e10118-c7-eyeglasses-dup.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/blue-block-phone-&-computer-glasses:-transparent-full-rim-round-john-jacobs-rich-acetate-jj-e10118-c7_john-jacobs-jj-e10118-c7-dupc-eyeglasses_g_256222_02_2022.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.8,227.0,https://www.lenskart.com/blue-transparent-full-rim-rectangle-john-jacobs-rich-acetate-jj-e13003-c1-smartphone-pc-eyeglasses-143564.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/blue-block-phone-&-computer-glasses:-blue-transparent-full-rim-rectangle-john-jacobs-rich-acetate-jj-e13003-c1_john-jacobs-jj-e13003-c1-dupl-eyeglasses_g_700622_02_2022.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.7,98.0,https://www.lenskart.com/transparent-full-rim-round-small-size-48-john-jacobs-rich-acetate-jj-e12784-c2-eyeglasses-dup.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e12784-c2-dupc-eyeglass_g_2569.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.7,84.0,https://www.lenskart.com/green-transparent-full-rim-round-medium-size-51-john-jacobs-rich-acetate-jj-e10229-c8-eyeglasses-dup.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e10229-c8-dupc-eyeglasses_g_5658.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.8,669.0,https://www.lenskart.com/black-full-rim-cat-eye-large-size-54-john-jacobs-rich-acetate-jj-e10231-c1-neweyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e10231-c1-eyeglasses-dup_G_5298.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.5,233.0,https://www.lenskart.com/sky-blue-full-rim-cat-eye-medium-size-51-john-jacobs-tr-flex-jj-2239-c10-dup-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-2239-full-rim-cat-eye-c3-dup-eyeglasses_jacobs-jj-22.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.8,190.0,https://www.lenskart.com/green-transparent-full-rim-rectangle-john-jacobs-rich-acetate-jj-e13004-c1-smartphone-pc-eyeglasses-143566.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e13004-c1-dupl-eyeglasses_g_6218_2.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.7,193.0,https://www.lenskart.com/transparent-full-rim-cat-eye-large-size-55-john-jacobs-rich-acetate-jj-e11083-c9-eyeglasses-dup.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/blue-block-phone-&-computer-glasses:-transparent-full-rim-cat-eye-john-jacobs-rich-acetate-jj-e11083-c9_john-jacobs-jj-e11083-c9-dupc-eyeglasses_g_245522_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,357.0,https://www.lenskart.com/lenskart-blu-lb-e13736-c4-computer.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-matte-green-matte-green-full-rim-round-lenskart-blu-lb-e13736-c4_enskart-blu-lb-e13736-full-rim-round-c4-eyeglasses_enskart-blu-lb-e13736-full-rim-round-c4-eyeglasses_eyeglasses_g_098623_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,1035.0,https://www.lenskart.com/lenskart-blu-lb-e13737-c3-computer.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-zero-power-screen-glasses-:-gray-transparent-navy-blue-full-rim-rectangle-lenskart-blu-lb-e13737-c3_dsc8256_20_09_2025.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.2,34.0,https://www.lenskart.com/golden-tortoise-full-rim-rectangle-large-size-55-john-jacobs-rich-acetate-jj-e12655-c2-neweyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/o/john-jacobs-jj-e12655-c2-eyeglsses-dup_g_5609.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.5,114.0,https://www.lenskart.com/brown-tortoise-golden-full-rim-rectangle-medium-size-53-john-jacobs-tr-flex-jj-e11499-c3-neweyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/blue-block-phone-&-computer-glasses:-brown-tortoise-gold-full-rim-rectangle-john-jacobs-tr-flex-jj-e11499-c3_john-jacbos-jj-e11499-c3-eyeglasses-dup_g_909722_02_2022.jpg,Final_Products
Lenskart Hustlr Screen Glasses,₹1000,₹ 2000,(50% OFF),4.8,378.0,https://www.lenskart.com/lenskart-hustlr-lb-e14058-hl-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/peyush-bansal-shark-tank-blue-sky-full-rim-square-lenskart-blu-lb-e14058-h-xw-c1-eyeglasses_213461_2_19_10_2023.jpg,Final_Products
John Jacobs Screen Glasses,₹1600,₹ 4000,(60% OFF),4.5,106.0,https://www.lenskart.com/brown-tortoise-golden-full-rim-rectangle-medium-size-53-john-jacobs-tr-flex-jj-e11500-c3-neweyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//j/i/blue-block-phone-&-computer-glasses:-brown-tortoise-gold-full-rim-rectangle-john-jacobs-tr-flex-jj-e11500-c3_john-jacbos-jj-e11500-c3-eyeglasses-dup_eyeglasses_g_7666_1_322_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),4.6,322.0,https://www.lenskart.com/lenskart-blu-lb-e13533-c4-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-green-black-full-rim-wayfarer-lenskart-blu-l-be13533-c4_csvfile-1647521324049-g_9144.jpg,Final_Products
Lenskart Hustlr Screen Glasses,₹1000,₹ 2000,(50% OFF),4.8,378.0,https://www.lenskart.com/lenskart-hustlr-lb-e14058-h-xw-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/peyush-bansal-shark-tank-greystone-full-rim-square-lenskart-blu-lb-e14058-h-xw-c2-eyeglasses_213471_2_19_10_2023.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,523.0,https://www.lenskart.com/lenskart-blu-lb-e14062-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-pink-transparent-pink-full-rim-round-lenskart-blu-lb-e14061-c2_lenskart-blu-lb-e14062-c2-eyeglasses_lenskart-blu-lb-e14062-c2-eyeglasses_eyeglasses_g_0739_125_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,143.0,https://www.lenskart.com/lenskart-blu-lb-e14067-c5-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-blu-lb-e14067-c5-eyeglasses_lenskart-blu-lb-e14067-c5-eyeglasses_g_1279.jpg,Final_Products
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),4.7,385.0,https://www.lenskart.com/lenskart-blu-lb-e14131-c1-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-silver-tortoise-full-rim-round-lenskart-blu-lb-e14131-c1_lenskart-blu-lb-e14131-c1-c1-eyeglasses_lenskart-blu-lb-e14131-c1-c1-eyeglasses_g_988325_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),4.7,385.0,https://www.lenskart.com/lenskart-blu-lb-e14131-c4-c4-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-round-lenskart-blu-lb-e14131-c4_lenskart-blu-lb-e14131-c4-c4-eyeglasses_lenskart-blu-lb-e14131-c4-c4-eyeglasses_g_8344_125_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),4.7,385.0,https://www.lenskart.com/lenskart-blu-lb-e14131-c2-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-gold-black-full-rim-round-lenskart-blu-lb-e14131-c2_lenskart-blu-lb-e14131-c2-c2-eyeglasses_lenskart-blu-lb-e14131-c2-c2-eyeglasses_g_8358_125_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),4.7,385.0,https://www.lenskart.com/lenskart-blu-lb-e14131-c3-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-red-full-rim-round-lenskart-blu-lb-e14131-c3_lenskart-blu-lb-e14131-c3-c3-eyeglasses_lenskart-blu-lb-e14131-c3-c3-eyeglasses_g_8351_125_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹800,₹ 2000,(60% OFF),4.7,143.0,https://www.lenskart.com/lenskart-blu-lb-e14067-c4-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-grey-transparent-full-rim-rectangle-lenskart-blu-lb-e14067-c4_lenskart-blu-lb-e14067-c4-eyeglasses_lenskart-blu-lb-e14067-c4-eyeglasses_g_130025_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,102.0,https://www.lenskart.com/lenskart-blu-lb-e14240-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-round-lenskart-blu-lb-e14240-c1_lenskart-blu-lb-e14240-c1-eyeglasses_lenskart-blu-lb-e14240-c1-eyeglasses_g_482525_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,102.0,https://www.lenskart.com/lenskart-blu-lb-e14240-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-blue-transparent-full-rim-round-lenskart-blu-lb-e14240-c2_lenskart-blu-lb-e14240-c2-eyeglasses_lenskart-blu-lb-e14240-c2-eyeglasses_g_483925_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,81.0,https://www.lenskart.com/lenskart-blu-lb-e14241-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-grey-transparent-full-rim-rectangle-lenskart-blu-lb-e14241-c2_lenskart-blu-lb-e14241-c2-eyeglasses_lenskart-blu-lb-e14241-c2-eyeglasses_g_430525_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,81.0,https://www.lenskart.com/lenskart-blu-lb-e14241-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-screen-glasses:-grey-transparent-full-rim-rectangle-lenskart-blu-lb-e14241-c1_lenskart-blu-lb-e14241-c1-eyeglasses_lenskart-blu-lb-e14241-c1-eyeglasses_g_4846_5july23.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,158.0,https://www.lenskart.com/lenskart-blu-lb-e14242-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-grey-transparent-full-rim-rectangle-lenskart-blu-lb-e14242-c1_lenskart-blu-lb-e14242-c1-eyeglasses_lenskart-blu-lb-e14242-c1-eyeglasses_g_431225_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.5,70.0,https://www.lenskart.com/lenskart-blu-lb-e14244-c1-eyeglasse.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-grey-transparent-full-rim-round-lenskart-blu-lb-e14244-c1_lenskart-blu-lb-e14244-c1-eyeglasses_lenskart-blu-lb-e14244-c1-eyeglasses_g_481125_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,158.0,https://www.lenskart.com/lenskart-blu-lb-e14242-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-brown-transparent-full-rim-rectangle-lenskart-blu-lb-e14242-c3_lenskart-blu-lb-e14242-c3-eyeglasses_lenskart-blu-lb-e14242-c3-eyeglasses_g_481825_02_2022.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.8,284.0,https://www.lenskart.com/lenskart-blu-lb-e14255-full-rim-rectangle-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-rectangle-lenskart-blu-lb-e14255-c3_g_2061_6_16_22.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.8,284.0,https://www.lenskart.com/lenskart-blu-lb-e14255-full-rim-rectangle-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-rectangle-lenskart-blu-lb-e14255-c1_g_2048_6_16_22.jpg,Final_Products
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,125.0,https://www.lenskart.com/lenskart-blu-lb-e14270-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-blu-lb-e14270-c1-eyeglasses_J_2018.jpg,Final_Products
