Brand,Price,Original Price,Discount,Rating,Reviews,Product Link,Image URL
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,125,https://www.lenskart.com/lenskart-blu-lb-e14270-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-blu-lb-e14270-c1-eyeglasses_J_2018.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,158,https://www.lenskart.com/lenskart-blu-lb-e14242-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-white-transparent-grey-transparent-full-rim-rectangle-lenskart-blu-lb-e14242-c2_csvfile-1646289216118-g_5543.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.8,284,https://www.lenskart.com/lenskart-blu-lb-e14255-full-rim-rectangle-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-matte-black-red-full-rim-rectangle-lenskart-blu-lb-e14255-c2_lenskart-blu-lb-e14255-c2-eyeglasses_lenskart-blu-lb-e14255-c2-eyeglasses_g_9922_125_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,125,https://www.lenskart.com/lenskart-blu-lb-e14270-c4-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-transparent-full-rim-rectangle-lenskart-blu-lb-e14270-c4_lenskart-blu-lb-e14270-c4-eyeglasses_g_929025_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,181,https://www.lenskart.com/lenskart-blu-lb-e14271-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-blu-lb-e14271-c1-eyeglasses_J_2003.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,125,https://www.lenskart.com/lenskart-blu-lb-e14270-c5-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-blu-lb-e14270-c5-eyeglasses_J_2010.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,125,https://www.lenskart.com/lenskart-blu-lb-e14270-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-blu-lb-e14270-c3-eyeglasses_G_1286.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,115,https://www.lenskart.com/lenskart-blu-lb-e14283-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/lenskart-blu-lb-e14283-c3---eyeglasses_g_021401_03_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,125,https://www.lenskart.com/lenskart-blu-lb-e14270-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-blu-lb-e14270-c2-eyeglasses_G_1293.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,115,https://www.lenskart.com/lenskart-blu-lb-e14283-c4-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-lenskart-blu-lb-e14283-c4_lenskart-blu-lb-e14283-c4-eyeglasses_lenskart-blu-lb-e14283-c4-eyeglasses_g_700325_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,115,https://www.lenskart.com/lenskart-blu-lb-e14283-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/lenskart-blu-lb-e14283-c1---eyeglasses_g_020601_03_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,181,https://www.lenskart.com/lenskart-blu-lb-e14271-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-blu-lb-e14271-c3-eyeglasses_G_1273.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,181,https://www.lenskart.com/lenskart-blu-lb-e14271-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-round-lenskart-blu-lb-e14271-c2_lenskart-blu-lb-e14271-c2-eyeglasses_lenskart-blu-lb-e14271-c2-eyeglasses_g_033525_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,119,https://www.lenskart.com/lenskart-blu-lb-e14284-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-blue-full-rim-round-lenskart-blu-lb-e14284-c3_g_167520-may-2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,119,https://www.lenskart.com/lenskart-blu-lb-e14284-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-green-full-rim-lenskart-blu-lb-e14284-c2_lenskart-blu-lb-e14284-c2-eyeglasses_lenskart-blu-lb-e14284-c2-eyeglasses_g_701025_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,119,https://www.lenskart.com/lenskart-blu-lb-e14284-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-black-full-rim-round-lenskart-blu-lb-e14284-c1_lenskart-blu-lb-e14284-c1-eyeglasses_g_929725_02_2022.jpg
Lenskart Hustlr Screen Glasses,₹1000,₹ 2000,(50% OFF),4.8,969,https://www.lenskart.com/lenskart-lb-e14058-n-c32-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/peyush-bansal-shark-tank-dark-night-full-rim-square_csvfile-1710304720850-img_9002.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.6,115,https://www.lenskart.com/lenskart-blu-lb-e14283-c2-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-green-full-rim-rectangle-lenskart-blu-lb-e14283-c2_lenskart-blu-lb-e14283-c2-eyeglasses_g_813125_02_2022.jpg
Lenskart Hustlr Screen Glasses,₹1000,₹ 2000,(50% OFF),4.8,969,https://www.lenskart.com/lenskart-lb-e14058-n-c40-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/peyush-bansal-shark-tank-navy-full-rim-square_img_9697_02march24.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,119,https://www.lenskart.com/lenskart-blu-lb-e14284-c4-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-screen-glasses:-grey-transparent-full-rim-wayfarer-lenskart-blu-lb-e14284-c4_csvfile-1679304836776-g_6058.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,143,https://www.lenskart.com/lenskart-blu-lb-e14452-c3-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-green-full-rim-cat'eye-lenskart-blu-lb-e14452-c3_lenskart-blu-lb-e14452-c3-eyeglasses_g_813925_02_2022.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,143,https://www.lenskart.com/lenskart-blu-lb-e14452-c1-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/e/lenskart-blu-lb-e14452-c1-eyeglasses_G_1279.jpg
Lenskart Hustlr Screen Glasses,₹1000,₹ 2000,(50% OFF),4.8,378,https://www.lenskart.com/lenskart-lb-e14058-xw-c43-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/peyush-bansal-shark-tank-jade-green-full-rim-square_img_9831_02march24.jpg
Lenskart BLU Screen Glasses,₹600,₹ 1500,(60% OFF),4.7,422,https://www.lenskart.com/lenskart-blu-lb-e14453-c4-eyeglasses.html,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/628x301/9df78eab33525d08d6e5fb8d27136e95//l/i/blue-block-phone-&-computer-glasses:-transparent-full-rim-round-lenskart-blu-glasses-lb-e14453-c4_g_804911_03_2022.jpg
